City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,cloudiness,wind Speed
293,Ulaangom,MN,2021-10-28 00:19:38,49.9811,92.0667,33.94,67,90,2.46
294,Araouane,ML,2021-10-28 00:19:38,18.9048,-3.5265,86.94,18,84,7.38
295,Tura,IN,2021-10-28 00:19:38,25.5198,90.2201,65.86,93,0,3.53
296,Coahuayana,MX,2021-10-28 00:19:39,18.7333,-103.6833,85.48,81,90,3.67
297,Gediz,TR,2021-10-28 00:19:39,39.0417,29.41,45.48,57,0,6.04
298,Zharkent,KZ,2021-10-28 00:19:39,44.1628,80.0,46.83,51,98,0.51
299,Coquimbo,CL,2021-10-28 00:15:07,-29.9533,-71.3436,55.13,87,0,8.05
300,Viedma,AR,2021-10-28 00:19:40,-40.8135,-62.9967,65.55,32,15,15.59
301,Maryville,US,2021-10-28 00:15:31,35.7565,-83.9705,54.73,76,20,1.99
302,Vigrestad,NO,2021-10-28 00:19:40,58.5667,5.7,55.08,98,100,14.52
303,Belmonte,BR,2021-10-28 00:19:41,-15.8631,-38.8828,77.5,85,4,7.47
304,Stokmarknes,NO,2021-10-28 00:19:41,68.5646,14.9108,38.5,96,100,11.03
305,Necochea,AR,2021-10-28 00:19:41,-38.5473,-58.7368,71.04,74,0,11.32
306,Waitara,NZ,2021-10-28 00:19:42,-38.925,174.25,63.72,97,100,8.7
307,Hovd,MN,2021-10-28 00:19:42,48.0056,91.6419,36.37,42,100,6.93
308,Dingli,MT,2021-10-28 00:19:42,35.8614,14.3822,64.81,94,75,19.57
309,Khoy,IR,2021-10-28 00:19:43,38.5504,44.9535,40.62,41,4,1.28
310,Zeya,RU,2021-10-28 00:19:43,53.75,127.2667,33.22,75,48,1.3
311,Bay Roberts,CA,2021-10-28 00:19:43,47.5999,-53.2648,41.05,86,100,13.0
312,Enshi,CN,2021-10-28 00:19:43,30.3,109.4833,56.57,90,94,1.21
313,Sisimiut,GL,2021-10-28 00:19:44,66.9395,-53.6735,23.83,68,100,5.59
314,Kinsale,IE,2021-10-28 00:19:44,51.7075,-8.5306,56.57,94,75,5.75
315,Acarau,BR,2021-10-28 00:19:44,-2.8856,-40.12,80.11,81,40,15.41
316,Hirara,JP,2021-10-28 00:19:45,24.8,125.2833,76.86,64,40,11.5
317,Qaqortoq,GL,2021-10-28 00:19:45,60.7167,-46.0333,30.7,72,13,6.58
318,Sovetskiy,RU,2021-10-28 00:19:45,61.3614,63.5842,29.53,97,100,7.72
319,Husavik,IS,2021-10-28 00:19:46,66.0449,-17.3389,33.71,96,100,7.23
320,Dalvik,IS,2021-10-28 00:19:46,65.9702,-18.5286,33.73,97,100,7.76
321,Megion,RU,2021-10-28 00:19:46,61.0296,76.1136,12.22,95,55,7.02
322,Dali,CN,2021-10-28 00:20:47,25.7,100.1833,54.32,93,57,2.75
323,Hami,CN,2021-10-28 00:20:47,42.8,93.45,45.88,37,12,1.45
324,Paamiut,GL,2021-10-28 00:20:47,61.994,-49.6678,30.65,70,32,14.0
325,Aksu,CN,2021-10-28 00:20:48,41.1231,80.2644,46.53,43,58,2.68
326,Faanui,PF,2021-10-28 00:20:48,-16.4833,-151.75,79.45,80,22,10.96
327,Rio Grande,BR,2021-10-28 00:18:51,-32.035,-52.0986,64.94,82,0,7.29
328,Alofi,NU,2021-10-28 00:20:48,-19.0595,-169.9187,82.29,57,75,18.41
329,Fairview,US,2021-10-28 00:20:48,40.8126,-73.999,58.98,68,90,6.91
330,Namatanai,PG,2021-10-28 00:20:49,-3.6667,152.4333,86.23,64,29,4.18
331,Russell,US,2021-10-28 00:20:49,32.3502,-85.1999,65.43,84,1,4.61
332,Tortoli,IT,2021-10-28 00:20:49,39.9256,9.6572,59.99,82,40,4.61
333,Klamath Falls,US,2021-10-28 00:20:50,42.2249,-121.7817,57.87,69,1,5.01
334,Yilan,TW,2021-10-28 00:18:56,24.757,121.753,77.11,99,97,1.72
335,Gat,IL,2021-10-28 00:20:50,31.61,34.7642,68.4,55,0,5.41
336,Port Augusta,AU,2021-10-28 00:20:50,-32.5,137.7667,88.7,34,1,21.03
337,Cap-Aux-Meules,CA,2021-10-28 00:19:01,47.3821,-61.8597,48.25,66,75,21.85
338,Opuwo,NA,2021-10-28 00:20:51,-18.0607,13.84,67.71,31,46,4.79
339,Portland,US,2021-10-28 00:17:51,45.5234,-122.6762,56.44,91,90,1.01
340,Verkhoyansk,RU,2021-10-28 00:20:51,67.5447,133.385,2.19,99,93,0.76
341,Saquena,PE,2021-10-28 00:20:52,-4.6667,-73.5167,73.15,96,97,0.76
342,Leningradskiy,RU,2021-10-28 00:20:52,69.3833,178.4167,10.65,92,100,20.36
343,Kargil,IN,2021-10-28 00:20:52,34.5667,76.1,29.19,57,1,2.26
344,Nshamba,TZ,2021-10-28 00:18:09,-1.7983,31.5511,63.12,80,91,2.46
345,Kamina,CD,2021-10-28 00:20:53,-8.7386,24.9906,66.25,80,80,3.85
346,Warrnambool,AU,2021-10-28 00:20:53,-38.3833,142.4833,62.82,89,88,13.0
347,Seoul,KR,2021-10-28 00:18:18,37.5683,126.9778,56.64,71,0,3.44
348,Kashi,CN,2021-10-28 00:20:53,39.4547,75.9797,47.41,39,20,11.18
349,Kahului,US,2021-10-28 00:20:54,20.8947,-156.47,84.22,67,20,25.32
350,Zaozerne,UA,2021-10-28 00:20:54,45.1582,33.2787,46.44,77,0,7.83
351,Colares,PT,2021-10-28 00:20:54,38.7992,-9.4469,65.34,50,0,3.0
352,Camenca,MD,2021-10-28 00:20:55,48.0319,28.6978,43.74,86,45,2.39
353,Yuzhnyy,RU,2021-10-28 00:20:55,53.2542,83.6936,23.38,74,0,4.47
354,Severo-Kurilsk,RU,2021-10-28 00:20:55,50.6789,156.125,43.63,92,97,8.72
355,Grindavik,IS,2021-10-28 00:20:55,63.8424,-22.4338,37.87,81,0,10.36
356,Am Timan,TD,2021-10-28 00:20:56,11.0297,20.2827,79.77,57,65,4.99
357,Alyangula,AU,2021-10-28 00:20:56,-13.8483,136.4192,87.06,58,7,11.41
358,Cabo Rojo,PR,2021-10-28 00:20:57,18.0866,-67.1457,82.72,79,18,1.01
359,Hambantota,LK,2021-10-28 00:20:57,6.1241,81.1185,78.98,77,100,5.82
360,Numazu,JP,2021-10-28 00:20:57,35.1,138.8667,67.14,73,44,4.47
361,Fairbanks,US,2021-10-28 00:20:57,64.8378,-147.7164,28.36,88,90,0.0
362,Ashcroft,CA,2021-10-28 00:20:58,50.7165,-121.2859,57.42,73,98,6.87
363,Nuevo Progreso,MX,2021-10-28 00:20:58,23.1667,-97.95,90.59,60,43,1.99
364,Pacific Grove,US,2021-10-28 00:20:58,36.6177,-121.9166,75.4,79,1,1.99
365,Bubaque,GW,2021-10-28 00:20:59,11.2833,-15.8333,81.82,78,66,8.16
366,Khandyga,RU,2021-10-28 00:20:59,62.6667,135.6,24.12,96,100,2.06
367,Macau,MO,2021-10-28 00:20:59,22.2006,113.5461,78.6,83,75,10.36
368,Goundam,ML,2021-10-28 00:21:00,16.4145,-3.6708,89.49,13,4,7.14
369,Kamaishi,JP,2021-10-28 00:22:00,39.2667,141.8833,58.15,62,24,8.1
370,Laguna,US,2021-10-28 00:22:01,38.421,-121.4238,73.49,68,1,5.99
371,Tuy Hoa,VN,2021-10-28 00:22:02,13.0833,109.3,77.5,91,99,2.26
372,Iracoubo,GF,2021-10-28 00:22:02,5.4802,-53.2011,78.66,87,41,7.99
373,Bowen,AU,2021-10-28 00:22:03,-20.0167,148.2333,80.73,64,9,9.64
374,Worland,US,2021-10-28 00:22:03,44.0169,-107.9554,51.67,57,40,4.0
375,Svetlaya,RU,2021-10-28 00:22:03,46.5389,138.3297,48.61,54,100,8.68
376,Mlowo,TZ,2021-10-28 00:22:03,-9.0,32.9833,60.03,73,13,1.88
377,Xiongyue,CN,2021-10-28 00:22:04,40.1774,122.1228,55.42,54,0,5.08
378,Shar,KZ,2021-10-28 00:22:04,49.5886,81.0453,33.31,94,100,4.36
379,Chapais,CA,2021-10-28 00:22:04,49.7834,-74.8492,31.78,77,95,4.92
380,Banjar,ID,2021-10-28 00:18:52,-8.19,114.9675,80.46,73,94,1.63
381,Ono,JP,2021-10-28 00:22:05,34.85,134.9333,66.13,52,0,9.13
382,Vardo,NO,2021-10-28 00:22:05,70.3705,31.1107,34.61,53,99,14.65
383,Baykit,RU,2021-10-28 00:22:06,61.67,96.37,19.67,85,100,12.95
384,Licata,IT,2021-10-28 00:22:06,37.1071,13.9461,64.9,77,100,15.39
385,Siva,EG,2021-10-28 00:22:06,29.2041,25.5195,72.16,43,23,7.05
386,Plainview,US,2021-10-28 00:22:07,40.7765,-73.4673,58.51,76,75,1.01
387,Tazmalt,DZ,2021-10-28 00:22:07,36.3868,4.3989,58.55,87,100,2.24
388,Anori,BR,2021-10-28 00:22:07,-3.7728,-61.6442,74.88,97,98,0.18
389,Nekhayevskiy,RU,2021-10-28 00:22:08,50.4106,41.7561,35.15,47,8,8.28
390,Nadvoitsy,RU,2021-10-28 00:22:08,63.8667,34.3167,31.21,91,100,7.49
391,Namibe,AO,2021-10-28 00:22:08,-15.1961,12.1522,66.34,70,32,9.24
392,Kaeo,NZ,2021-10-28 00:22:09,-35.1,173.7833,65.32,94,100,3.71
393,Abu Samrah,SY,2021-10-28 00:22:09,35.3029,37.1841,64.27,39,74,2.91
394,Nikki,BJ,2021-10-28 00:22:10,9.9401,3.2108,76.17,76,14,5.26
395,Thunder Bay,CA,2021-10-28 00:21:44,48.4001,-89.3168,49.28,82,90,12.66
396,Puteyets,RU,2021-10-28 00:22:10,65.1716,57.091,27.48,96,100,13.02
397,Semnan,IR,2021-10-28 00:22:10,35.5729,53.3971,47.46,58,20,2.21
398,Hatfield,GB,2021-10-28 00:21:03,51.7634,-0.2242,58.55,88,90,11.5
399,Mayo,US,2021-10-28 00:22:11,38.8876,-76.5119,65.12,82,1,3.44
400,Verkh-Chebula,RU,2021-10-28 00:21:16,56.0308,87.6218,27.3,64,75,8.41
401,Verkhnetulomskiy,RU,2021-10-28 00:19:16,68.6073,31.7962,6.93,90,10,2.77
402,Hithadhoo,MV,2021-10-28 00:22:11,-0.6,73.0833,81.88,70,71,14.47
403,Kaduqli,SD,2021-10-28 00:22:12,11.0167,29.7167,79.7,51,66,1.07
404,Mponela,MW,2021-10-28 00:22:12,-13.5319,33.7401,67.69,70,24,10.29
405,La Rioja,ES,2021-10-28 00:21:42,42.25,-2.5,43.48,63,5,4.79
406,Kautokeino,NO,2021-10-28 00:22:12,69.0125,23.0412,22.5,92,100,18.41
407,Middelburg,ZA,2021-10-28 00:22:13,-25.7751,29.4648,60.24,75,100,8.7
408,Soe,ID,2021-10-28 00:22:13,-9.8607,124.284,79.07,54,96,5.12
409,Koumac,NC,2021-10-28 00:22:13,-20.5667,164.2833,80.31,69,10,9.66
410,Flin Flon,CA,2021-10-28 00:22:14,54.7682,-101.865,43.25,88,100,3.56
411,Bilibino,RU,2021-10-28 00:22:14,68.0546,166.4372,-14.1,96,37,2.15
412,Champerico,GT,2021-10-28 00:23:14,14.3,-91.9167,86.34,80,55,7.05
413,Santana Do Paraiso,BR,2021-10-28 00:23:15,-19.3636,-42.5686,70.27,81,85,2.84
414,Townsville,AU,2021-10-28 00:23:15,-19.25,146.8,85.08,58,40,12.66
415,Ust-Uda,RU,2021-10-28 00:23:15,54.1742,103.0304,32.43,53,100,7.05
416,Padang,ID,2021-10-28 00:23:16,-0.9492,100.3543,73.45,75,93,3.8
417,Floirac,FR,2021-10-28 00:22:40,44.8324,-0.5141,51.19,100,0,4.61
418,Puerto Carreno,CO,2021-10-28 00:23:16,6.189,-67.4859,75.31,91,91,3.11
419,Noumea,NC,2021-10-28 00:23:16,-22.2763,166.4572,82.38,99,59,13.44
420,Vidim,RU,2021-10-28 00:23:17,56.4088,103.1106,26.08,57,89,6.55
421,Krasnoyarsk,RU,2021-10-28 00:19:48,56.0097,92.7917,27.0,58,100,7.47
422,Qidong,CN,2021-10-28 00:23:17,31.8128,121.6561,66.04,58,36,8.99
423,Kelvington,CA,2021-10-28 00:23:17,52.1667,-103.5343,42.46,59,0,4.99
424,Matagami,CA,2021-10-28 00:23:18,49.7502,-77.6328,33.91,93,1,0.0
425,Santander,ES,2021-10-28 00:20:08,43.4647,-3.8044,53.82,90,0,1.01
426,Hervey Bay,AU,2021-10-28 00:19:30,-25.2986,152.8535,84.04,71,24,13.4
427,Holzminden,DE,2021-10-28 00:23:18,51.828,9.4455,53.28,88,42,4.52
428,Pangkalanbuun,ID,2021-10-28 00:23:19,-2.6833,111.6167,75.27,98,100,1.05
429,Synya,RU,2021-10-28 00:23:19,65.3718,58.0387,24.71,95,100,9.26
430,Zaysan,KZ,2021-10-28 00:23:19,47.4667,84.8667,44.02,63,88,2.98
431,Oktyabrskiy,RU,2021-10-28 00:23:20,54.4815,53.471,34.72,63,67,16.46
432,Chillan,CL,2021-10-28 00:18:57,-36.6066,-72.1034,70.12,40,54,5.75
433,Mount Isa,AU,2021-10-28 00:23:20,-20.7333,139.5,92.97,46,75,18.41
434,Chara,RU,2021-10-28 00:23:20,56.9064,118.2631,28.81,70,90,1.32
435,Xiamen,CN,2021-10-28 00:23:21,24.4798,118.0819,74.25,68,75,8.95
436,Nishihara,JP,2021-10-28 00:23:21,26.1842,127.7558,76.28,59,40,9.22
437,Baiyin,CN,2021-10-28 00:23:21,36.5583,104.2081,32.88,67,3,0.81
438,Seryshevo,RU,2021-10-28 00:23:22,51.0933,128.3786,35.94,73,5,3.58
439,Wilmington,US,2021-10-28 00:22:59,34.2257,-77.9447,60.85,83,1,0.0
440,Promyshlennaya,RU,2021-10-28 00:23:22,54.9159,85.6385,22.15,62,59,5.37
441,Hualmay,PE,2021-10-28 00:23:22,-11.0964,-77.6139,64.96,80,19,9.04
442,Mount Gambier,AU,2021-10-28 00:23:23,-37.8333,140.7667,60.71,88,90,11.5
443,Tarauaca,BR,2021-10-28 00:23:23,-8.1614,-70.7656,76.6,80,97,2.26
444,Tres Lagoas,BR,2021-10-28 00:20:07,-20.7511,-51.6783,78.15,73,100,5.46
445,Sciacca,IT,2021-10-28 00:23:23,37.5082,13.0881,63.46,80,100,5.17
446,Kisangani,CD,2021-10-28 00:23:24,0.5167,25.2,69.67,99,86,1.03
447,La Paz,BO,2021-10-28 00:23:24,-16.5,-68.15,48.18,61,20,9.22
448,Fairmont,US,2021-10-28 00:20:19,39.4851,-80.1426,52.39,96,100,2.73
449,Socota,CO,2021-10-28 00:23:24,6.0403,-72.6351,51.22,96,97,2.68
450,Pocatello,US,2021-10-28 00:23:25,42.8713,-112.4455,51.71,56,20,13.0
451,Clarence Town,AU,2021-10-28 00:23:25,-32.5833,151.7833,87.06,28,57,3.15
452,Anadyr,RU,2021-10-28 00:23:25,64.75,177.4833,-1.7,84,0,6.71
453,Acapulco,MX,2021-10-28 00:22:35,16.8634,-99.8901,82.22,83,40,5.75
454,Coari,BR,2021-10-28 00:23:26,-4.085,-63.1414,73.96,97,99,1.48
455,Srednekolymsk,RU,2021-10-28 00:23:26,67.45,153.6833,-3.15,95,54,2.57
456,Avera,US,2021-10-28 00:23:26,33.194,-82.5271,56.71,44,4,2.08
457,Gornopravdinsk,RU,2021-10-28 00:23:26,60.05,69.9,28.76,96,100,9.51
458,Suntar,RU,2021-10-28 00:23:27,62.1444,117.6319,27.14,69,56,12.21
459,Nurota,UZ,2021-10-28 00:23:27,40.5614,65.6886,41.09,46,100,6.08
460,Klaksvik,FO,2021-10-28 00:23:27,62.2266,-6.589,45.52,85,98,18.57
461,Villarrica,PY,2021-10-28 00:24:28,-25.75,-56.4333,72.27,54,7,3.78
462,Burriana,ES,2021-10-28 00:24:28,39.889,-0.085,63.7,81,100,3.91
463,Luderitz,NA,2021-10-28 00:24:28,-26.6481,15.1594,63.37,68,100,6.78
464,Te Anau,NZ,2021-10-28 00:24:29,-45.4167,167.7167,63.63,61,54,1.72
465,Eydhafushi,MV,2021-10-28 00:24:29,5.1033,73.0708,80.15,75,93,5.12
466,Novosergiyevka,RU,2021-10-28 00:20:14,52.0934,53.6528,33.98,54,67,16.84
467,Ferme-Neuve,CA,2021-10-28 00:24:29,46.7001,-75.4493,44.38,76,100,5.06
468,Kokopo,PG,2021-10-28 00:24:30,-4.352,152.2633,86.41,63,39,9.37
469,Yeniseysk,RU,2021-10-28 00:24:30,58.4497,92.1703,26.35,76,8,7.7
470,Zhigansk,RU,2021-10-28 00:24:30,66.7697,123.3711,20.82,94,100,24.79
471,Qiongshan,CN,2021-10-28 00:24:31,20.0058,110.3542,76.98,94,90,11.18
472,Banda Aceh,ID,2021-10-28 00:24:31,5.5577,95.3222,78.51,81,100,3.4
473,Santa Isabel Do Rio Negro,BR,2021-10-28 00:24:31,-0.4139,-65.0192,75.07,95,99,1.12
474,Jeremoabo,BR,2021-10-28 00:24:32,-10.075,-38.4808,72.12,78,56,8.52
475,Altyn-Topkan,TJ,2021-10-28 00:24:32,40.6528,69.5998,37.87,49,100,2.89
476,Amga,RU,2021-10-28 00:24:32,60.8953,131.9608,28.26,82,100,9.46
477,Oswego,US,2021-10-28 00:24:32,43.4501,-76.1497,50.45,72,95,1.99
478,Dengzhou,CN,2021-10-28 00:24:33,37.8086,120.7508,58.26,54,99,3.94
479,Naliya,IN,2021-10-28 00:24:33,23.2667,68.8333,78.4,37,0,7.25
480,Ouadda,CF,2021-10-28 00:24:33,8.0777,22.4007,69.75,87,83,1.01
481,Mariental,NA,2021-10-28 00:24:34,-24.6333,17.9667,67.77,47,60,12.28
482,Iranshahr,IR,2021-10-28 00:24:34,27.2025,60.6848,73.74,49,0,0.0
483,Victoria Point,AU,2021-10-28 00:24:34,-27.5833,153.3,88.45,72,19,5.01
484,Makinsk,KZ,2021-10-28 00:24:35,52.6292,70.4169,21.81,52,65,13.44
485,Dori,BF,2021-10-28 00:24:35,14.0354,-0.0345,88.2,22,17,8.23
486,Jieshi,CN,2021-10-28 00:24:35,22.8134,115.8257,75.94,80,61,16.87
487,Vila Velha,BR,2021-10-28 00:24:36,-20.3297,-40.2925,76.95,83,75,6.91
488,Puerto Madryn,AR,2021-10-28 00:20:54,-42.7692,-65.0385,68.13,41,0,24.92
489,Lazaro Cardenas,MX,2021-10-28 00:24:36,17.9583,-102.2,80.62,81,91,5.01
490,Boyolangu,ID,2021-10-28 00:24:36,-8.1181,111.8935,79.57,83,100,3.6
491,Na Klang,TH,2021-10-28 00:24:37,17.3072,102.1889,76.75,99,100,3.65
492,Daru,PG,2021-10-28 00:24:37,-9.0763,143.2092,84.18,73,99,14.47
493,Kodinsk,RU,2021-10-28 00:24:37,58.6881,99.1844,25.2,63,65,9.73
494,Maple Creek,CA,2021-10-28 00:24:37,49.9168,-109.4848,53.65,28,20,12.66
495,Dunedin,NZ,2021-10-28 00:24:38,-45.8742,170.5036,60.98,73,9,12.53
496,Brae,GB,2021-10-28 00:24:38,60.3964,-1.353,51.71,86,61,8.37
497,Fort Nelson,CA,2021-10-28 00:24:38,58.8053,-122.7002,31.59,93,90,2.3
498,San Felipe,VE,2021-10-28 00:24:39,10.3399,-68.7425,71.4,97,100,3.29
499,Omsukchan,RU,2021-10-28 00:24:39,62.5333,155.8,8.96,94,98,6.11
500,Svetlyy,RU,2021-10-28 00:24:39,54.675,20.1347,57.25,87,100,16.55
501,Razole,IN,2021-10-28 00:24:39,16.4833,81.8333,73.45,89,16,4.34
502,Vila,PT,2021-10-28 00:24:40,42.0304,-8.1588,50.32,63,7,4.21
503,Jambi,ID,2021-10-28 00:24:40,-1.6,103.6167,76.57,94,99,2.73
504,Caucasia,CO,2021-10-28 00:24:40,7.9865,-75.1935,76.15,95,88,1.99
505,Kadoma,JP,2021-10-28 00:24:41,34.7333,135.5833,66.94,52,20,2.3
506,Carutapera,BR,2021-10-28 00:24:41,-1.195,-46.02,79.02,80,66,6.78
507,Bose,IT,2021-10-28 00:24:41,45.4612,8.0137,48.74,79,21,2.91
508,Kirakira,SB,2021-10-28 00:25:42,-10.4544,161.9205,84.6,74,69,7.65
509,Karratha,AU,2021-10-28 00:25:42,-20.7377,116.8463,79.11,27,4,10.02
510,Farafenni,GM,2021-10-28 00:25:42,13.5667,-15.6,79.74,76,66,7.11
511,Mattru,SL,2021-10-28 00:25:43,7.6244,-11.8332,74.32,97,86,2.39
512,Malakal,SS,2021-10-28 00:25:43,9.5334,31.6605,72.66,83,89,2.57
513,Staffanstorp,SE,2021-10-28 00:25:43,55.6428,13.2064,57.47,87,90,3.0
514,Dharchula,IN,2021-10-28 00:25:44,29.85,80.5333,51.89,38,0,8.5
515,Praia Da Vitoria,PT,2021-10-28 00:25:44,38.7333,-27.0667,66.45,82,40,9.78
516,Arkadelphia,US,2021-10-28 00:22:45,34.1209,-93.0538,64.26,94,90,11.5
517,Raudeberg,NO,2021-10-28 00:25:44,61.9875,5.1352,54.19,91,92,10.0
518,Tambura,SS,2021-10-28 00:25:45,5.6,27.4667,71.15,81,59,1.41
519,Eyl,SO,2021-10-28 00:25:45,7.9803,49.8164,77.77,78,24,5.12
520,Virginia Beach,US,2021-10-28 00:23:23,36.8529,-75.978,68.05,72,75,4.61
521,Reynosa,MX,2021-10-28 00:25:45,26.0833,-98.2833,87.64,18,1,9.22
522,Chipinge,ZW,2021-10-28 00:25:46,-20.1883,32.6236,60.4,92,80,6.51
523,Nizhniy Lomov,RU,2021-10-28 00:25:46,53.5304,43.6766,42.4,76,96,10.87
524,Oriximina,BR,2021-10-28 00:25:46,-1.7656,-55.8661,77.4,82,99,2.46
525,Evensk,RU,2021-10-28 00:25:46,61.95,159.2333,12.56,87,100,4.74
526,Sistranda,NO,2021-10-28 00:25:47,63.7256,8.834,51.91,84,100,26.4
527,Puri,IN,2021-10-28 00:25:47,19.8,85.85,77.52,85,89,16.13
528,Kaseda,JP,2021-10-28 00:25:47,31.4167,130.3167,60.03,53,0,9.28
529,West Helena,US,2021-10-28 00:25:48,34.5507,-90.6418,58.68,91,98,19.64
530,Rurrenabaque,BO,2021-10-28 00:25:48,-14.4413,-67.5278,81.72,54,36,1.86
531,Erenhot,CN,2021-10-28 00:25:48,43.6475,111.9767,41.22,36,0,7.56
532,Vanimo,PG,2021-10-28 00:25:49,-2.6741,141.3028,82.04,82,92,4.81
533,Kholodnyy,RU,2021-10-28 00:25:49,62.7167,147.95,1.35,94,88,1.5
534,Skibbereen,IE,2021-10-28 00:25:49,51.55,-9.2667,57.0,97,100,9.78
535,Santa Maria,BR,2021-10-28 00:25:50,-29.6842,-53.8069,72.7,60,0,5.75
536,Port Blair,IN,2021-10-28 00:25:50,11.6667,92.75,80.64,83,40,5.75
537,Fomboni,KM,2021-10-28 00:25:50,-12.28,43.7425,79.92,74,1,11.1
538,Chanute,US,2021-10-28 00:25:51,37.6792,-95.4572,60.91,88,90,9.22
539,Westport,US,2021-10-28 00:25:51,41.1415,-73.3579,56.97,87,1,4.0
540,Hattiesburg,US,2021-10-28 00:24:40,31.3271,-89.2903,72.21,93,90,4.61
541,Puerto Ayacucho,VE,2021-10-28 00:25:51,5.6639,-67.6236,74.86,93,88,3.65
542,San-Pedro,CI,2021-10-28 00:25:52,4.7485,-6.6363,77.22,89,28,5.08
543,Rochester,US,2021-10-28 00:25:52,43.1548,-77.6156,51.28,91,20,0.0
544,Labuhan,ID,2021-10-28 00:25:52,-6.8844,112.2051,80.94,80,95,7.36
545,Ketchikan,US,2021-10-28 00:24:03,55.3422,-131.6461,45.07,87,75,8.05
546,Plyussa,RU,2021-10-28 00:25:53,58.4308,29.3654,51.22,82,100,14.18
547,Lebork,PL,2021-10-28 00:25:53,54.5392,17.7501,56.91,86,100,13.22
548,Waingapu,ID,2021-10-28 00:25:53,-9.6567,120.2641,85.71,66,38,8.57
549,Srikakulam,IN,2021-10-28 00:25:54,18.3,83.9,73.76,83,57,7.2
550,Santarem,BR,2021-10-28 00:22:39,-2.4431,-54.7083,73.53,100,0,0.0
551,Panzhihua,CN,2021-10-28 00:25:54,26.5851,101.7128,62.35,89,59,1.86
552,Inirida,CO,2021-10-28 00:25:54,3.8653,-67.9239,72.52,98,92,2.08
553,Teguise,ES,2021-10-28 00:25:55,29.0605,-13.564,64.62,77,20,4.61
554,Lorengau,PG,2021-10-28 00:25:55,-2.0226,147.2712,83.52,76,52,6.31
555,Kuytun,RU,2021-10-28 00:26:56,54.3419,101.5036,28.02,90,100,4.54
556,Silopi,TR,2021-10-28 00:26:58,37.2497,42.4694,65.03,39,90,2.51
557,Oro Valley,US,2021-10-28 00:23:48,32.3909,-110.9665,73.78,19,0,4.0
558,Kuching,MY,2021-10-28 00:27:00,1.55,110.3333,75.42,100,40,5.75
559,Sola,VU,2021-10-28 00:27:01,-13.8833,167.55,81.27,65,90,0.0
560,Mezen,RU,2021-10-28 00:27:02,65.8522,44.24,24.57,85,95,11.92
561,Yubari,JP,2021-10-28 00:27:02,43.0378,141.9578,55.9,81,69,5.41
562,Isilkul,RU,2021-10-28 00:27:03,54.9109,71.2728,31.53,52,85,12.17
563,Santa Cruz,BO,2021-10-28 00:27:04,-17.8,-63.1667,78.26,69,20,4.61
564,Lixourion,GR,2021-10-28 00:27:05,38.2019,20.4314,59.95,67,34,9.82
565,Shingu,JP,2021-10-28 00:27:06,33.7333,135.9833,67.19,58,0,5.59
566,Yerbogachen,RU,2021-10-28 00:27:07,61.2767,108.0108,21.27,71,100,17.0
567,Chandler,US,2021-10-28 00:23:35,33.3062,-111.8412,79.16,19,1,3.44
568,Jardim,BR,2021-10-28 00:27:07,-21.4803,-56.1381,79.74,57,95,3.65
569,Erzin,TR,2021-10-28 00:27:08,36.9559,36.2,63.12,40,65,1.57
570,Meybod,IR,2021-10-28 00:27:08,32.2501,54.0166,53.62,41,0,9.53
571,Bakonyszentlaszlo,HU,2021-10-28 00:27:09,47.389,17.8032,42.51,83,63,3.15
572,Tevaitoa,PF,2021-10-28 00:27:10,-16.7833,-151.5,80.28,77,15,10.45
573,Okha,RU,2021-10-28 00:27:10,53.5739,142.9478,40.86,84,83,11.83
